2019 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:52 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581],,,,,,,,,,
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
SA,182,Boothby,7010,Clarence Park,474,52.15,435,47.85,909,0.21
SA,182,Boothby,6864,Colonel Light Gardens,937,50.05,935,49.95,1872,-7.73
SA,182,Boothby,83759,Colonel Light Gardens BOOTHBY PPVC,2998,53.99,2555,46.01,5553,-9.96
SA,182,Boothby,7012,Daw Park,730,51.19,696,48.81,1426,-2.65
SA,182,Boothby,30173,Divisional Office (PREPOLL),0,0,0,0,0,0
SA,182,Boothby,6866,Eden Hills,389,36.49,677,63.51,1066,-10.06
SA,182,Boothby,7014,Edwardstown,737,43.97,939,56.03,1676,2.79
SA,182,Boothby,7015,Forbes,654,42.69,878,57.31,1532,0.75
SA,182,Boothby,7023,Glenelg,240,53.45,209,46.55,449,-6.94
SA,182,Boothby,65972,Glenelg BOOTHBY PPVC,4145,62.3,2508,37.7,6653,3.64
SA,182,Boothby,7018,Glenelg Central,750,59.9,502,40.1,1252,0.04
SA,182,Boothby,7019,Glenelg East,484,51,465,49,949,-4.47
SA,182,Boothby,7020,Glenelg North (Boothby),804,53.17,708,46.83,1512,-4.05
SA,182,Boothby,7021,Glenelg South,915,57.4,679,42.6,1594,-5.14
SA,182,Boothby,7022,Glengowrie,1133,56.88,859,43.12,1992,-0.16
SA,182,Boothby,6876,Hawthorn West,1118,54.38,938,45.62,2056,-6.37
SA,182,Boothby,97518,Hawthorndene (Boothby),99,43.81,127,56.19,226,-2.51
SA,182,Boothby,6879,Kingswood,771,52.56,696,47.44,1467,-6.21
SA,182,Boothby,7104,Marino,645,52.78,577,47.22,1222,-3.79
SA,182,Boothby,7024,Marion,548,44.02,697,55.98,1245,-4.11
SA,182,Boothby,7013,Melrose Park,882,42.04,1216,57.96,2098,-2.97
SA,182,Boothby,6881,Mitcham,1246,58.33,890,41.67,2136,-7.31
SA,182,Boothby,7025,Mitchell Park,539,42.88,718,57.12,1257,1.75
SA,182,Boothby,65813,Myrtle Bank BOOTHBY PPVC,534,65.93,276,34.07,810,65.93
SA,182,Boothby,6883,Netherby,423,65.68,221,34.32,644,-7.5
SA,182,Boothby,7029,Oaklands Park,633,47.31,705,52.69,1338,-2.72
SA,182,Boothby,6884,Panorama,774,50.39,762,49.61,1536,-4.12
SA,182,Boothby,7030,Park Holme,599,43,794,57,1393,1.35
SA,182,Boothby,7031,Park Holme South,524,42.6,706,57.4,1230,-0.67
SA,182,Boothby,7032,Pasadena,776,53.15,684,46.85,1460,-2.61
SA,182,Boothby,7016,Plympton Park,414,43.76,532,56.24,946,-4.13
SA,182,Boothby,7117,Seacliff,754,48.8,791,51.2,1545,-6.42
SA,182,Boothby,83473,Seacombe Gardens,241,39.25,373,60.75,614,-6.33
SA,182,Boothby,7118,Seacombe Heights,1087,46.33,1259,53.67,2346,-0.3
SA,182,Boothby,7119,Seaview Downs,547,51.07,524,48.93,1071,-3.31
SA,182,Boothby,7034,Somerton Park East,596,54.63,495,45.37,1091,0.07
SA,182,Boothby,7035,South Plympton,360,45.17,437,54.83,797,1.02
SA,182,Boothby,33237,Special Hospital Team 1,130,60.47,85,39.53,215,8.3
SA,182,Boothby,33238,Special Hospital Team 2,52,52.53,47,47.47,99,0.32
SA,182,Boothby,33239,Special Hospital Team 3,101,57.06,76,42.94,177,4.78
SA,182,Boothby,33240,Special Hospital Team 4,125,66.14,64,33.86,189,13.99
SA,182,Boothby,65875,Special Hospital Team 5,146,65.47,77,34.53,223,15.47
SA,182,Boothby,7036,St Marys,630,43.72,811,56.28,1441,0.54
SA,182,Boothby,7094,Sturt,649,44.88,797,55.12,1446,1.88
SA,182,Boothby,7038,Tonsley Park,419,37.11,710,62.89,1129,-2.16
SA,182,Boothby,7039,Warradale,1082,48.63,1143,51.37,2225,-4.37
SA,182,Boothby,6891,Westbourne Park,806,51.47,760,48.53,1566,-6.19
SA,183,Grey,83577,Adelaide (Grey),32,56.14,25,43.86,57,0.43
SA,183,Grey,65627,Adelaide GREY PPVC,114,63.33,66,36.67,180,1.52
SA,183,Grey,7324,Alford,117,76.97,35,23.03,152,8.26
SA,183,Grey,6908,Andamooka,85,57.43,63,42.57,148,-7.47
SA,183,Grey,96913,Angle Vale (Grey),146,47.87,159,52.13,305,5.51
SA,183,Grey,7326,Ardrossan,713,69.7,310,30.3,1023,7.25
SA,183,Grey,6909,Arno Bay,155,80.31,38,19.69,193,-6.23
SA,183,Grey,7327,Arthurton,195,90.28,21,9.72,216,4.19
SA,183,Grey,7328,Auburn,317,65.77,165,34.23,482,5.85
SA,183,Grey,7329,Balaklava,883,71.44,353,28.56,1236,5.02
SA,183,Grey,65631,BLV Grey PPVC,4,80,1,20,5,22.86
SA,183,Grey,7332,Blyth,290,79.23,76,20.77,366,-1.83
SA,183,Grey,7333,Booborowie,109,77.86,31,22.14,140,6.69
SA,183,Grey,7334,Booleroo Centre,243,87.1,36,12.9,279,4.08
SA,183,Grey,7336,Brinkworth,172,70.2,73,29.8,245,-1.97
SA,183,Grey,7337,Burra,426,66.77,212,33.23,638,5.2
SA,183,Grey,7338,Bute,205,78.85,55,21.15,260,1.67
SA,183,Grey,6913,Ceduna,842,69.3,373,30.7,1215,0.67
SA,183,Grey,13106,Ceduna PPVC,0,0,0,0,0,0
SA,183,Grey,7343,Clare,1479,69.83,639,30.17,2118,5.1
SA,183,Grey,31280,Clare PPVC,0,0,0,0,0,0
SA,183,Grey,6914,Cleve,451,86.73,69,13.27,520,3.75
SA,183,Grey,6915,Coffin Bay,208,61.72,129,38.28,337,-4.95
SA,183,Grey,6916,Coober Pedy,304,51.53,286,48.47,590,-1.05
SA,183,Grey,13107,Coober Pedy PPVC,0,0,0,0,0,0
SA,183,Grey,7344,Coobowie,103,60.95,66,39.05,169,-3.07
SA,183,Grey,7345,Corny Point,90,71.43,36,28.57,126,8.39
SA,183,Grey,6918,Cowell,475,80.51,115,19.49,590,5.02
SA,183,Grey,6919,Crystal Brook,577,72.95,214,27.05,791,4.6
SA,183,Grey,6920,Cummins,685,89.19,83,10.81,768,3.03
SA,183,Grey,7346,Curramulka,133,80.12,33,19.88,166,4.18
SA,183,Grey,6921,Darke Peak,65,90.28,7,9.72,72,-4.01
SA,183,Grey,30174,Divisional Office (PREPOLL),0,0,0,0,0,0
SA,183,Grey,7347,Dublin,299,57.5,221,42.5,520,8.71
SA,183,Grey,7350,Edithburgh,157,56.88,119,43.12,276,-5.69
SA,183,Grey,6925,Elliston,152,58.91,106,41.09,258,-4.73
SA,183,Grey,7351,Eudunda,417,71.9,163,28.1,580,-0.24
SA,183,Grey,7354,Farrell Flat,107,77.54,31,22.46,138,10.02
SA,183,Grey,96963,Gawler GREY PPVC,317,59.92,212,40.08,529,16.37
SA,183,Grey,7360,Georgetown,98,71.53,39,28.47,137,9.94
SA,183,Grey,7361,Gladstone,225,62.85,133,37.15,358,5.1
SA,183,Grey,7364,Hallett,89,75.42,29,24.58,118,-2.36
SA,183,Grey,7365,Hamley Bridge,200,51.41,189,48.59,389,4.27
SA,183,Grey,7335,Hardwicke Bay,77,64.71,42,35.29,119,6.87
SA,183,Grey,6928,Hawker,103,73.05,38,26.95,141,-2.55
SA,183,Grey,6930,Iron Knob,50,65.79,26,34.21,76,9.79
SA,183,Grey,7367,Jamestown,858,79.37,223,20.63,1081,2.41
SA,183,Grey,7369,Kadina,891,65.23,475,34.77,1366,3.84
SA,183,Grey,38201,Kadina PPVC,1516,67.71,723,32.29,2239,67.71
SA,183,Grey,6932,Kimba,379,84.04,72,15.96,451,1.97
SA,183,Grey,6933,Kirton Point,951,62.12,580,37.88,1531,-0.64
SA,183,Grey,7375,Laura,324,77.88,92,22.12,416,3.83
SA,183,Grey,6936,Leigh Creek,20,33.33,40,66.67,60,-21.87
SA,183,Grey,7376,Lochiel,80,68.38,37,31.62,117,6.71
SA,183,Grey,6937,Lock,156,84.78,28,15.22,184,0.04
SA,183,Grey,7379,Maitland,512,75.07,170,24.93,682,2.11
SA,183,Grey,7380,Mallala,391,64.74,213,35.26,604,6.21
SA,183,Grey,7382,Manoora,138,79.31,36,20.69,174,9.92
SA,183,Grey,7383,Marion Bay,52,55.91,41,44.09,93,-10.44
SA,183,Grey,7384,Marrabel,73,78.49,20,21.51,93,7.36
SA,183,Grey,7385,Melrose,152,80,38,20,190,-2.11
SA,183,Grey,7386,Minlaton,537,73.26,196,26.74,733,-0.5
SA,183,Grey,13259,Minlaton PPVC,0,0,0,0,0,0
SA,183,Grey,6940,Minnipa,96,83.48,19,16.52,115,5.01
SA,183,Grey,7389,Moonta,1409,64.66,770,35.34,2179,3.21
SA,183,Grey,6942,Napperby,239,63.06,140,36.94,379,14.34
SA,183,Grey,6943,North Shields,335,72.67,126,27.33,461,-0.64
SA,183,Grey,7398,Orroroo,356,85.37,61,14.63,417,5.06
SA,183,Grey,7399,Owen,225,66.18,115,33.82,340,9.68
SA,183,Grey,7401,Paskeville,120,72.73,45,27.27,165,-0.14
SA,183,Grey,7402,Peterborough,430,55.34,347,44.66,777,5.81
SA,183,Grey,38202,Peterborough PPVC,0,0,0,0,0,0
SA,183,Grey,7404,Point Pass,93,76.86,28,23.14,121,7.79
SA,183,Grey,6946,Poochera,100,86.21,16,13.79,116,-4.57
SA,183,Grey,6947,Port Augusta Central,482,51.61,452,48.39,934,3.3
SA,183,Grey,6922,Port Augusta East,352,46.93,398,53.07,750,4.65
SA,183,Grey,33120,Port Augusta PPVC,2705,56.52,2081,43.48,4786,1.91
SA,183,Grey,6948,Port Augusta West,365,49.93,366,50.07,731,8.94
SA,183,Grey,7406,Port Broughton,567,76.01,179,23.99,746,3.47
SA,183,Grey,7407,Port Clinton,193,64.98,104,35.02,297,5.76
SA,183,Grey,6949,Port Germein,158,62.95,93,37.05,251,2.95
SA,183,Grey,6950,Port Kenny,81,80.2,20,19.8,101,1.82
SA,183,Grey,6951,Port Lincoln,993,61.45,623,38.55,1616,1
SA,183,Grey,6952,Port Lincoln Central,992,71.26,400,28.74,1392,-1.42
SA,183,Grey,13113,Port Lincoln PPVC,3220,72.21,1239,27.79,4459,2.87
SA,183,Grey,6954,Port Neill,103,81.75,23,18.25,126,3.33
SA,183,Grey,13111,Port Pirie PPVC,2000,56.05,1568,43.95,3568,7.68
SA,183,Grey,6956,Port Pirie West,882,48.54,935,51.46,1817,9.65
SA,183,Grey,7408,Port Victoria,154,76.24,48,23.76,202,1.24
SA,183,Grey,7409,Port Vincent,265,73.61,95,26.39,360,0.81
SA,183,Grey,7410,Port Wakefield,264,60,176,40,440,8.02
SA,183,Grey,6957,Quorn,352,68.22,164,31.78,516,5.8
SA,183,Grey,7411,Redhill,104,75.91,33,24.09,137,11.42
SA,183,Grey,33211,Remote Mobile Team 1,132,43.85,169,56.15,301,-14.62
SA,183,Grey,33212,Remote Mobile Team 2,50,51.02,48,48.98,98,-7.14
SA,183,Grey,33213,Remote Mobile Team 3,137,60.09,91,39.91,228,1.54
SA,183,Grey,65737,Remote Mobile Team 4,107,57.22,80,42.78,187,-1.34
SA,183,Grey,6958,Risdon Park East,907,59.13,627,40.87,1534,4.98
SA,183,Grey,6959,Risdon Park South,472,53.33,413,46.67,885,6.49
SA,183,Grey,7412,Riverton,409,69.09,183,30.91,592,7.36
SA,183,Grey,7413,Robertstown,119,68.79,54,31.21,173,6.35
SA,183,Grey,7414,Roseworthy,335,62.62,200,37.38,535,9.3
SA,183,Grey,6944,Roxby Downs,558,67.47,269,32.53,827,1.43
SA,183,Grey,13114,Roxby Downs PPVC,507,74.89,170,25.11,677,8.22
SA,183,Grey,7415,Saddleworth,206,67.99,97,32.01,303,3.22
SA,183,Grey,6963,Smoky Bay,128,88.89,16,11.11,144,2.5
SA,183,Grey,7419,Snowtown,205,74.55,70,25.45,275,2.41
SA,183,Grey,6964,Solomontown,381,41.64,534,58.36,915,4.78
SA,183,Grey,7420,Spalding,152,73.79,54,26.21,206,0.4
SA,183,Grey,33194,Special Hospital Team 1,50,76.92,15,23.08,65,18.59
SA,183,Grey,33196,Special Hospital Team 2,123,63.4,71,36.6,194,4.18
SA,183,Grey,33197,Special Hospital Team 3,59,44.03,75,55.97,134,-14.91
SA,183,Grey,33198,Special Hospital Team 4,81,76.42,25,23.58,106,17.25
SA,183,Grey,33199,Special Hospital Team 5,52,51.49,49,48.51,101,-7.19
SA,183,Grey,33200,Special Hospital Team 6,109,69.43,48,30.57,157,10.34
SA,183,Grey,33201,Special Hospital Team 7,91,55.49,73,44.51,164,-3.43
SA,183,Grey,96947,Special Hospital Team 8,85,70.25,36,29.75,121,11.07
SA,183,Grey,96948,Special Hospital Team 9,86,72.88,32,27.12,118,14.06
SA,183,Grey,7422,Stansbury,312,71.4,125,28.6,437,4.73
SA,183,Grey,6965,Stirling North,277,58.32,198,41.68,475,9.56
SA,183,Grey,6966,Streaky Bay,571,74.45,196,25.55,767,-1.19
SA,183,Grey,7426,Tarlee,164,67.21,80,32.79,244,11.45
SA,183,Grey,7427,Terowie,36,49.32,37,50.68,73,-0.68
SA,183,Grey,6969,Tumby Bay,839,80.36,205,19.64,1044,1.91
SA,183,Grey,7429,Two Wells,1054,53.31,923,46.69,1977,8.72
SA,183,Grey,6970,Ungarra,157,83.51,31,16.49,188,-2.34
SA,183,Grey,7432,Wallaroo,989,57.33,736,42.67,1725,4.44
SA,183,Grey,7433,Wallaroo Mines,397,61.36,250,38.64,647,8.42
SA,183,Grey,6972,Wangary,131,70.43,55,29.57,186,0.38
SA,183,Grey,7434,Warooka,318,79.5,82,20.5,400,8.86
SA,183,Grey,7435,Wasleys,221,52.74,198,47.26,419,12.85
SA,183,Grey,7436,Watervale,255,64.72,139,35.28,394,5.58
SA,183,Grey,6977,Whyalla Central East,374,51.02,359,48.98,733,8.6
SA,183,Grey,6981,Whyalla Central West,456,42.9,607,57.1,1063,8.37
SA,183,Grey,6983,Whyalla Norrie East,568,43.26,745,56.74,1313,12.26
SA,183,Grey,6979,Whyalla Norrie North,494,40.69,720,59.31,1214,11.89
SA,183,Grey,6980,Whyalla Norrie South,464,38.51,741,61.49,1205,10.62
SA,183,Grey,13116,Whyalla PPVC,2106,46,2472,54,4578,11.87
SA,183,Grey,6982,Whyalla Stuart West,472,38.69,748,61.31,1220,11.61
SA,183,Grey,7440,Wilmington,248,74.03,87,25.97,335,5.66
SA,183,Grey,7441,Wirrabara,208,73.24,76,26.76,284,5.64
SA,183,Grey,6985,Wirrulla,98,88.29,13,11.71,111,-0.03
SA,183,Grey,6986,Woomera,45,59.21,31,40.79,76,0.54
SA,183,Grey,6987,Wudinna,418,82.94,86,17.06,504,-0.33
SA,183,Grey,7443,Yorketown,408,72.08,158,27.92,566,4.27
SA,185,Hindmarsh,82853,Adelaide (Hindmarsh),32,30.77,72,69.23,104,-11.63
SA,185,Hindmarsh,58735,Adelaide HINDMARSH PPVC,485,41.85,674,58.15,1159,-2.45
SA,185,Hindmarsh,7248,Albert Park,402,35.73,723,64.27,1125,1.84
SA,185,Hindmarsh,83647,Allenby Gardens (Hindmarsh),213,33.97,414,66.03,627,-3.17
SA,185,Hindmarsh,7250,Birkenhead,405,27.93,1045,72.07,1450,-1.05
SA,185,Hindmarsh,65589,BLV Hindmarsh PPVC,9,52.94,8,47.06,17,-4.2
SA,185,Hindmarsh,7050,Brooklyn Park (Hindmarsh),531,41.48,749,58.52,1280,3.26
SA,185,Hindmarsh,7051,Brooklyn Park South,770,48.03,833,51.97,1603,5.89
SA,185,Hindmarsh,7251,Cheltenham,579,34.82,1084,65.18,1663,0.07
SA,185,Hindmarsh,96979,Cowandilla (Hindmarsh),147,29.52,351,70.48,498,-0.79
SA,185,Hindmarsh,30176,Divisional Office (PREPOLL),0,0,0,0,0,0
SA,185,Hindmarsh,7057,Findon,649,39.4,998,60.6,1647,2.23
SA,185,Hindmarsh,64714,Findon West,689,38.43,1104,61.57,1793,3.02
SA,185,Hindmarsh,7058,Flinders Park (Hindmarsh),798,47.19,893,52.81,1691,2.12
SA,185,Hindmarsh,7059,Fulham,497,53.67,429,46.33,926,-1.21
SA,185,Hindmarsh,7060,Fulham Gardens,886,49.5,904,50.5,1790,0.76
SA,185,Hindmarsh,83485,Fulham North,452,50.62,441,49.38,893,0.4
SA,185,Hindmarsh,32098,Glenelg HINDMARSH PPVC,1541,59.27,1059,40.73,2600,-0.02
SA,185,Hindmarsh,96971,Glenelg North (Hindmarsh),244,53.74,210,46.26,454,-3.47
SA,185,Hindmarsh,7063,Grange,1010,51.9,936,48.1,1946,-5.6
SA,185,Hindmarsh,83486,Grange Beach,359,54.07,305,45.93,664,-3.42
SA,185,Hindmarsh,7064,Henley Beach,767,49.93,769,50.07,1536,-4.76
SA,185,Hindmarsh,7065,Henley South,808,51.3,767,48.7,1575,-1
SA,185,Hindmarsh,7069,Kidman Park,957,50.9,923,49.1,1880,1.24
SA,185,Hindmarsh,83729,Kidman Park North,238,44.74,294,55.26,532,-4.94
SA,185,Hindmarsh,96993,Kilkenny (Hindmarsh),130,36.93,222,63.07,352,0.49
SA,185,Hindmarsh,12084,Kilkenny North (Hindmarsh),63,34.62,119,65.38,182,6.31
SA,185,Hindmarsh,7256,Largs Bay,734,32.8,1504,67.2,2238,-5.32
SA,185,Hindmarsh,83530,Largs Bay West,337,36.63,583,63.37,920,-1.51
SA,185,Hindmarsh,7071,Lockleys,234,53.18,206,46.82,440,-4.96
SA,185,Hindmarsh,7072,Lockleys North,913,54.18,772,45.82,1685,2.71
SA,185,Hindmarsh,96998,Mansfield Park (Hindmarsh),79,24.01,250,75.99,329,0.15
SA,185,Hindmarsh,7074,Netley,486,50.26,481,49.74,967,3.1
SA,185,Hindmarsh,7259,North Haven,512,38.29,825,61.71,1337,2.87
SA,185,Hindmarsh,7028,Novar Gardens,930,57.73,681,42.27,1611,-3.61
SA,185,Hindmarsh,97003,Other Mobile Team 1,2,9.09,20,90.91,22,-2.98
SA,185,Hindmarsh,7264,Ottoway,362,26.81,988,73.19,1350,2.29
SA,185,Hindmarsh,7260,Pennington,322,24.79,977,75.21,1299,1.44
SA,185,Hindmarsh,96981,Plympton (Hindmarsh),151,39.63,230,60.37,381,-2.35
SA,185,Hindmarsh,7076,Plympton West,548,43.63,708,56.37,1256,1.42
SA,185,Hindmarsh,7262,Port Adelaide,238,27.97,613,72.03,851,-2.7
SA,185,Hindmarsh,64725,Port Adelaide HINDMARSH PPVC,1982,37.68,3278,62.32,5260,-16.76
SA,185,Hindmarsh,7263,Queenstown,434,32.95,883,67.05,1317,0.89
SA,185,Hindmarsh,96982,Richmond (Hindmarsh),124,41.47,175,58.53,299,0.08
SA,185,Hindmarsh,7265,Rosewater,544,32.02,1155,67.98,1699,3.6
SA,185,Hindmarsh,7266,Royal Park,441,37.6,732,62.4,1173,7.93
SA,185,Hindmarsh,36687,Royal Park South,533,39.54,815,60.46,1348,2.57
SA,185,Hindmarsh,36688,Seaton,582,38.98,911,61.02,1493,1.76
SA,185,Hindmarsh,7062,Seaton Park,757,41.87,1051,58.13,1808,7.31
SA,185,Hindmarsh,36701,Seaton West,796,50.73,773,49.27,1569,0.37
SA,185,Hindmarsh,7270,Semaphore,487,31.04,1082,68.96,1569,-0.78
SA,185,Hindmarsh,7272,Semaphore Park,290,31.97,617,68.03,907,-0.18
SA,185,Hindmarsh,83480,Semaphore Park West,300,41.96,415,58.04,715,-15.79
SA,185,Hindmarsh,7273,Semaphore South,434,32.88,886,67.12,1320,1.11
SA,185,Hindmarsh,97524,Special Hospital Team 1,87,54.72,72,45.28,159,16.56
SA,185,Hindmarsh,97525,Special Hospital Team 2,74,39.15,115,60.85,189,1.19
SA,185,Hindmarsh,97526,Special Hospital Team 3,69,36.13,122,63.87,191,-1.76
SA,185,Hindmarsh,97538,Special Hospital Team 4,49,36.3,86,63.7,135,-2.03
SA,185,Hindmarsh,7278,St Clair,895,38.66,1420,61.34,2315,5.75
SA,185,Hindmarsh,7274,Taperoo,683,36.08,1210,63.92,1893,5.55
SA,185,Hindmarsh,83529,Taperoo East,318,28.37,803,71.63,1121,-2.17
SA,185,Hindmarsh,7081,West Beach,1116,55.66,889,44.34,2005,-3.02
SA,185,Hindmarsh,83649,West Lakes PPVC,5542,50.45,5444,49.55,10986,-7.27
SA,185,Hindmarsh,7277,West Lakes Shore,1548,54.87,1273,45.13,2821,-2.87
SA,185,Hindmarsh,96995,Woodville Gardens (Hindmarsh),107,20.04,427,79.96,534,-0.46
SA,185,Hindmarsh,7283,Woodville South,354,37.94,579,62.06,933,0.67
SA,185,Hindmarsh,7284,Woodville West,409,37.49,682,62.51,1091,3.34
SA,186,Kingston,6857,Aberfoyle Park,795,42.56,1073,57.44,1868,-6.13
SA,186,Kingston,83449,Aberfoyle Park Central,288,44.24,363,55.76,651,-7.09
SA,186,Kingston,31782,Aberfoyle Park North,1078,48.43,1148,51.57,2226,-4.31
SA,186,Kingston,97054,Aberfoyle Park PPVC,1835,50.51,1798,49.49,3633,-2.26
SA,186,Kingston,31740,Aberfoyle Park South,383,42.89,510,57.11,893,-6.82
SA,186,Kingston,82893,Adelaide (Kingston),18,28.57,45,71.43,63,-9.11
SA,186,Kingston,58734,Adelaide KINGSTON PPVC,184,37.63,305,62.37,489,-5.02
SA,186,Kingston,65573,BLV Kingston PPVC,5,33.33,10,66.67,15,-9.53
SA,186,Kingston,64724,Brighton KINGSTON PPVC,773,46.62,885,53.38,1658,-4.73
SA,186,Kingston,7091,Christie Downs,321,24.03,1015,75.97,1336,0.19
SA,186,Kingston,7092,Christies Beach,601,29.33,1448,70.67,2049,2.96
SA,186,Kingston,30177,Divisional Office (PREPOLL),0,0,0,0,0,0
SA,186,Kingston,6867,Flagstaff Hill,1562,49.15,1616,50.85,3178,-6.7
SA,186,Kingston,8846,Flagstaff Hill East (Kingston),326,50.94,314,49.06,640,-5.54
SA,186,Kingston,7096,Hackham,375,24.3,1168,75.7,1543,1.5
SA,186,Kingston,7097,Hackham East,842,34.71,1584,65.29,2426,3.07
SA,186,Kingston,7098,Hackham South,351,27.29,935,72.71,1286,1.48
SA,186,Kingston,7099,Hallett Cove,740,43.35,967,56.65,1707,2.06
SA,186,Kingston,58620,Hallett Cove Central,571,39.6,871,60.4,1442,2.92
SA,186,Kingston,7102,Hallett Cove East,868,41.51,1223,58.49,2091,2.22
SA,186,Kingston,83489,Hallett Cove South,181,45.94,213,54.06,394,8.1
SA,186,Kingston,6873,Happy Valley,1099,47.91,1195,52.09,2294,-0.59
SA,186,Kingston,8849,Maslin Beach,263,30.26,606,69.74,869,-3.12
SA,186,Kingston,7203,Moana,645,33.66,1271,66.34,1916,2.5
SA,186,Kingston,7105,Morphett Vale,506,30.72,1141,69.28,1647,6.63
SA,186,Kingston,83467,Morphett Vale Central,197,29.67,467,70.33,664,0.84
SA,186,Kingston,7106,Morphett Vale East,128,28.83,316,71.17,444,-2.68
SA,186,Kingston,31731,Morphett Vale KINGSTON PPVC,4652,37.96,7604,62.04,12256,3.86
SA,186,Kingston,7107,Morphett Vale North,329,32.32,689,67.68,1018,1.92
SA,186,Kingston,7108,Morphett Vale South,353,26.86,961,73.14,1314,3.63
SA,186,Kingston,7109,Noarlunga Downs,375,28.39,946,71.61,1321,2.49
SA,186,Kingston,7110,O'Halloran Hill,799,39.11,1244,60.89,2043,1.98
SA,186,Kingston,83702,O'Halloran Hill North,174,38.58,277,61.42,451,1.44
SA,186,Kingston,7111,O'Sullivan Beach,341,30.37,782,69.63,1123,2.97
SA,186,Kingston,7217,Old Noarlunga,392,33.79,768,66.21,1160,0.03
SA,186,Kingston,31288,Onkaparinga Hills,273,29.2,662,70.8,935,0.79
SA,186,Kingston,65714,Other Mobile Team 1,3,13.04,20,86.96,23,5.35
SA,186,Kingston,7112,Pimpala,399,31.03,887,68.97,1286,2.09
SA,186,Kingston,7113,Port Noarlunga,398,33.42,793,66.58,1191,-0.63
SA,186,Kingston,7114,Reynella,700,37.65,1159,62.35,1859,3.94
SA,186,Kingston,7115,Reynella East,650,34.54,1232,65.46,1882,0.35
SA,186,Kingston,7116,Reynella South,639,33.18,1287,66.82,1926,1.38
SA,186,Kingston,7225,Seaford,545,29.68,1291,70.32,1836,1.3
SA,186,Kingston,58621,Seaford Meadows,646,33.23,1298,66.77,1944,2.43
SA,186,Kingston,31287,Seaford Rise,708,30.52,1612,69.48,2320,2.13
SA,186,Kingston,7120,Sheidow Park,741,39.35,1142,60.65,1883,5.25
SA,186,Kingston,33232,Special Hospital Team 1,76,34.86,142,65.14,218,-1.58
SA,186,Kingston,33233,Special Hospital Team 2,43,34.13,83,65.87,126,-2.16
SA,186,Kingston,33234,Special Hospital Team 3,50,30.12,116,69.88,166,-6.03
SA,186,Kingston,11653,Trott Park,914,37.34,1534,62.66,2448,1.26
SA,186,Kingston,7100,Woodcroft,931,36.73,1604,63.27,2535,0.49
SA,186,Kingston,83446,Woodcroft PPVC,2107,39.57,3218,60.43,5325,4.22
SA,186,Kingston,58619,Woodcroft South,646,35.11,1194,64.89,1840,-0.16
SA,187,Makin,82839,Adelaide (Makin),30,37.04,51,62.96,81,1.64
SA,187,Makin,58738,Adelaide MAKIN PPVC,222,35.46,404,64.54,626,-3.43
SA,187,Makin,7124,Banksia Park,732,42.36,996,57.64,1728,0.5
SA,187,Makin,65618,BLV Makin PPVC,5,50,5,50,10,5
SA,187,Makin,30178,Divisional Office (PREPOLL),0,0,0,0,0,0
SA,187,Makin,65779,Elizabeth MAKIN PPVC,276,36.51,480,63.49,756,1.46
SA,187,Makin,7127,Fairview Park,733,47.91,797,52.09,1530,0.91
SA,187,Makin,7130,Golden Grove,503,59.18,347,40.82,850,-2.56
SA,187,Makin,12044,Golden Grove Central,661,43.66,853,56.34,1514,-1.03
SA,187,Makin,32545,Golden Grove East,829,42.6,1117,57.4,1946,-0.57
SA,187,Makin,83696,Golden Grove PPVC,1724,46.39,1992,53.61,3716,2.59
SA,187,Makin,31850,Greenwith,823,42.03,1135,57.97,1958,-1.66
SA,187,Makin,51056,Greenwith West,939,45.54,1123,54.46,2062,0.22
SA,187,Makin,7132,Hope Valley West,427,39.68,649,60.32,1076,-1.04
SA,187,Makin,6666,Ingle Farm,644,31.04,1431,68.96,2075,2.25
SA,187,Makin,83455,Ingle Farm North,218,30.92,487,69.08,705,0.67
SA,187,Makin,38234,Mawson Lakes,1043,44.33,1310,55.67,2353,-0.63
SA,187,Makin,65814,Mawson Lakes North,860,37.64,1425,62.36,2285,-3.6
SA,187,Makin,83479,Mawson Lakes PPVC,1845,41.03,2652,58.97,4497,2.19
SA,187,Makin,7137,Modbury Central,435,40.24,646,59.76,1081,-1.15
SA,187,Makin,7138,Modbury Heights,968,38.57,1542,61.43,2510,-3.82
SA,187,Makin,38321,Modbury MAKIN PPVC,5096,44.99,6232,55.01,11328,0.41
SA,187,Makin,7139,Modbury North,549,37.97,897,62.03,1446,1.58
SA,187,Makin,7140,Modbury West,729,35.86,1304,64.14,2033,-2.46
SA,187,Makin,7142,Para Hills,510,30.56,1159,69.44,1669,-1.76
SA,187,Makin,7143,Para Hills East,515,36.14,910,63.86,1425,2.48
SA,187,Makin,7144,Para Hills West,465,32.89,949,67.11,1414,2.77
SA,187,Makin,6678,Para Vista,677,36.16,1195,63.84,1872,3.33
SA,187,Makin,83457,Para Vista North,190,32.48,395,67.52,585,-1.78
